numero_ocorrencia,data_ocorrencia,ano,municipio,dia_semana,bairro,estado,endereco,tipo_endereco,risp,local_especifico,grupo,subgrupo,natureza,faixa_etaria,sexo
40889487,2025-03-23 16:08:00.000,2025,GOIÂNIA,DOMINGO,CAPUAVA,GO,RUA BARÃO DE MONTEZUMA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
40888735,2025-03-23 15:35:00.000,2025,GOIÂNIA,DOMINGO,SETOR LESTE VILA NOVA,GO,AV MARGINAL BOTAFOGO,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
40694759,2025-03-11 18:19:00.000,2025,GOIÂNIA,TERÇA,VILA ROSA,GO,ALAMEDA ALIANÇA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,FEMININO
40616565,2025-03-06 21:27:41.570,2025,GOIÂNIA,QUINTA,SETOR LESTE UNIVERSITÁRIO,GO,RUA 242,URBANO,01ª RISP - GOIÂNIA,CONDOMÍNIO VERTICAL (PRÉDIO),BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
40509175,2025-02-28 12:34:00.000,2025,GOIÂNIA,SEXTA,SETOR OESTE,GO,RUA 7,URBANO,01ª RISP - GOIÂNIA,CONDOMÍNIO VERTICAL (PRÉDIO),BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
40458615,2025-02-25 13:41:00.000,2025,GOIÂNIA,TERÇA,SETOR SUL,GO,RUA 87,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
40441286,2025-02-24 13:50:00.000,2025,GOIÂNIA,SEGUNDA,SETOR CÂNDIDA DE MORAIS,GO,AVENIDA PERIMETRAL NORTE,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
40441107,2025-02-24 13:11:00.000,2025,GOIÂNIA,SEGUNDA,VILA FINSOCIAL,GO,RUA VF 84,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),25 A 29,MASCULINO
40221714,2025-02-11 13:14:00.000,2025,GOIÂNIA,TERÇA,NOSSA SENHORA DE FÁTIMA,GO,AVENIDA CONSOLAÇÃO,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO-INFORMADO
40214596,2025-02-10 22:23:00.000,2025,GOIÂNIA,SEGUNDA,CELINA PARK,GO,AVENIDA MILÃO,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39776613,2025-01-14 16:53:00.000,2025,GOIÂNIA,TERÇA,JARDIM GOIÁS,GO,RUA 56-A,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),30 A 34,MASCULINO
39776609,2025-01-14 16:54:00.000,2025,GOIÂNIA,TERÇA,SETOR SUL,GO,RUA 87,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,FEMININO
39776609,2025-01-14 16:54:00.000,2025,GOIÂNIA,TERÇA,SETOR SUL,GO,RUA 87,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,MASCULINO
39776374,2025-01-14 16:26:00.000,2025,GOIÂNIA,TERÇA,SETOR PEDRO LUDOVICO,GO,HOSPITAL HUGO,URBANO,01ª RISP - GOIÂNIA,OUTRO,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39767247,2025-01-14 01:14:00.000,2025,GOIÂNIA,TERÇA,VILA MARIA ROSA,GO,RUA ANGÉLICA DA SILVA NUNES,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39767104,2025-01-14 00:30:00.000,2025,GOIÂNIA,TERÇA,VILA MARIA ROSA,GO,RUA ANGÉLICA DA SILVA NUNES,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39766597,2025-01-13 23:11:00.000,2025,GOIÂNIA,SEGUNDA,SETOR JAÓ,GO,RUA DA DIVISA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39765851,2025-01-13 21:46:00.000,2025,GOIÂNIA,SEGUNDA,JARDIM GUANABARA,GO,RUA INDAIÁ,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39765652,2025-01-13 20:21:00.000,2025,GOIÂNIA,SEGUNDA,SANTA GENOVEVA,GO,RUA MUTUM,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39748577,2025-01-12 19:13:00.000,2025,GOIÂNIA,DOMINGO,SETOR SUL,GO,AV 87,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39748565,2025-01-12 19:22:00.000,2025,GOIÂNIA,DOMINGO,VILA VERA CRUZ,GO,RUA 21 DE ABRIL,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39748492,2025-01-12 19:19:00.000,2025,GOIÂNIA,DOMINGO,SETOR CENTRAL,GO,AVENIDA ANHANGUERA,URBANO,01ª RISP - GOIÂNIA,OUTRO,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO-INFORMADO
39542209,2024-12-29 17:42:00.000,2024,GOIÂNIA,DOMINGO,SETOR LESTE UNIVERSITÁRIO,GO,RUA 242,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO-INFORMADO
39463376,2024-12-24 15:29:00.000,2024,GOIÂNIA,TERÇA,JARDIM BALNEÁRIO MEIA PONTE,GO,RUA PB 6,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
39217474,2024-12-09 22:06:00.000,2024,GOIÂNIA,SEGUNDA,JARDIM DIAMANTINA,GO,AVENIDA PERIMETRAL NORTE,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),18 A 24,MASCULINO
39217474,2024-12-09 22:06:00.000,2024,GOIÂNIA,SEGUNDA,JARDIM DIAMANTINA,GO,AVENIDA PERIMETRAL NORTE,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),25 A 29,MASCULINO
39197164,2024-12-08 15:39:00.000,2024,GOIÂNIA,DOMINGO,PARQUE INDUSTRIAL JOÃO BRÁZ,GO,AVENIDA FRANCISCO ALVES DE OLIVEIRA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO-INFORMADO
39044759,2024-11-29 16:40:00.000,2024,GOIÂNIA,SEXTA,CELINA PARK,GO,AVENIDA MILÃO,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38884086,2024-11-19 19:40:00.000,2024,GOIÂNIA,TERÇA,VILA SÃO LUÍZ,GO,RUA ANICUNS,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,FEMININO
38769572,2024-11-12 17:05:00.000,2024,GOIÂNIA,TERÇA,JARDIM BONANZA,GO,GO-060,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38769181,2024-11-12 16:43:00.000,2024,GOIÂNIA,TERÇA,CAPUAVA,GO,AVENIDA ANHANGUERA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38760473,2024-11-12 07:09:00.000,2024,GOIÂNIA,TERÇA,VILA BOA SORTE,GO,RUA CAMPINAS,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38749795,2024-11-11 14:44:00.000,2024,GOIÂNIA,SEGUNDA,JARDIM ATLÂNTICO,GO,AVENIDA GUARAPARI,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38749762,2024-11-11 15:01:00.000,2024,GOIÂNIA,SEGUNDA,JARDIM AMÉRICA,GO,RUA C 181,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38573526,2024-10-31 13:53:00.000,2024,GOIÂNIA,QUINTA,JARDINS MUNIQUE,GO,GO 020,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ENCHENTE/INUNDAÇÃO (40412),NÃO INFORMADO,NÃO INFORMADO
38559048,2024-10-30 15:24:00.000,2024,GOIÂNIA,QUARTA,SETOR OESTE,GO,AVENIDA ASSIS CHATEAUBRIAND,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38516030,2024-10-27 21:17:00.000,2024,GOIÂNIA,DOMINGO,VILA SÃO PAULO,GO,RUA 5,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38516010,2024-10-27 21:13:00.000,2024,GOIÂNIA,DOMINGO,SETOR SÃO JOSÉ,GO,RUA 5,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),30 A 34,FEMININO
38515594,2024-10-27 20:39:00.000,2024,GOIÂNIA,DOMINGO,SETOR CAMPINAS,GO,AVENIDA MARECHAL DEODORO,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38515360,2024-10-27 20:28:00.000,2024,GOIÂNIA,DOMINGO,RODOVIÁRIO,GO,AVENIDA ANHANGUERA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38515176,2024-10-27 20:11:00.000,2024,GOIÂNIA,DOMINGO,JARDIM GOIÁS,GO,AVENIDA MARGINAL BOTAFOGO,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),18 A 24,MASCULINO
38514912,2024-10-27 19:48:00.000,2024,GOIÂNIA,DOMINGO,SETOR SUDOESTE,GO,T-63,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38514856,2024-10-27 19:36:00.000,2024,GOIÂNIA,DOMINGO,JARDIM AMÉRICA,GO,RUA C-181,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,FEMININO
38514856,2024-10-27 19:36:00.000,2024,GOIÂNIA,DOMINGO,JARDIM AMÉRICA,GO,RUA C-181,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,MASCULINO
38514752,2024-10-27 19:41:00.000,2024,GOIÂNIA,DOMINGO,SETOR SUDOESTE,GO,AVENIDA C-4,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38514737,2024-10-27 19:36:00.000,2024,GOIÂNIA,DOMINGO,JARDIM AMÉRICA,GO,RUA C 107,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38514699,2024-10-27 19:42:00.000,2024,GOIÂNIA,DOMINGO,JARDIM AMÉRICA,GO,AVENIDA C 107,URBANO,01ª RISP - GOIÂNIA,SAÍDA DE BANCO,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38514518,2024-10-27 19:27:00.000,2024,GOIÂNIA,DOMINGO,SETOR BUENO,GO,AV T 3,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38514500,2024-10-27 19:27:00.000,2024,GOIÂNIA,DOMINGO,JARDIM AMÉRICA,GO,RUA C-209,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38514489,2024-10-27 19:25:00.000,2024,GOIÂNIA,DOMINGO,SETOR SUL,GO,RUA 132,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,FEMININO
38514414,2024-10-27 19:22:00.000,2024,GOIÂNIA,DOMINGO,ALTO DA GLÓRIA,GO,AVENIDA ENGENHEIRO EURICO VIANA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38421688,2024-10-21 20:22:00.000,2024,GOIÂNIA,SEGUNDA,RESIDENCIAL SERRA AZUL I,GO,RUA ANTÔNIO CONSELHEIRO,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38421258,2024-10-21 19:46:00.000,2024,GOIÂNIA,SEGUNDA,RESIDENCIAL SERRA AZUL II,GO,RUA EMÍLIA ANGELINA DE JESUS,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
38380625,2024-10-19 08:44:00.000,2024,GOIÂNIA,SÁBADO,CHÁCARAS BOM RETIRO,GO,RUA C-2,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),35 A 64,FEMININO
38379884,2024-10-19 05:25:00.000,2024,GOIÂNIA,SÁBADO,VILA FINSOCIAL,GO,RUA VF 96,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO-INFORMADO
35108856,2024-04-04 20:21:00.000,2024,GOIÂNIA,QUINTA,RESIDENCIAL SERRA AZUL I,GO,AVENIDA PABLO NERUDA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
35107909,2024-04-04 19:22:00.000,2024,GOIÂNIA,QUINTA,JARDIM MIRABEL,GO,RUA MONTE SINAI,URBANO,01ª RISP - GOIÂNIA,RESIDÊNCIA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
35106200,2024-04-04 17:46:00.000,2024,GOIÂNIA,QUINTA,SETOR SUL,GO,RUA 87,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
35106076,2024-04-04 17:42:00.000,2024,GOIÂNIA,QUINTA,PARQUE INDUSTRIAL JOÃO BRÁZ,GO,RUA ESTRADA DO FERRO,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
35105332,2024-04-04 17:11:00.000,2024,GOIÂNIA,QUINTA,SETOR JAÓ,GO,AVENIDA PROFESSOR VENERANDO DE FREITAS BORGES,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO INFORMADO
35105234,2024-04-04 17:09:00.000,2024,GOIÂNIA,QUINTA,AEROVIÁRIO,GO,AVENIDA ANHANGUERA,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO-INFORMADO
35105215,2024-04-04 17:06:00.000,2024,GOIÂNIA,QUINTA,JARDIM GUANABARA,GO,AVENIDA SALVADOR,URBANO,01ª RISP - GOIÂNIA,RUA/AVENIDA,BUSCA E SALVAMENTO (4),DIVERSOS (404),ALAGAMENTO (40406),NÃO INFORMADO,NÃO-INFORMADO
